journal|year|author|repec
American Economic Review|2013|Leonce Ndikumana|pnd1
American Economic Review|2013|Akwasi Nti-Addae|pnt11
American Economic Review|2013|Roland Pongou|ppo262
American Economic Review|2013|Roberto Serrano|pse18
American Economic Review|2013|Andrew D. Foster|pfo3
American Economic Review|2013|Emilio Gutierrez|pgu339
American Economic Review|2013|Seema Jayachandran|pja86
American Economic Review|2013|Esther Duflo|pdu166
American Economic Review|2013|Michael Greenstone|pgr38
American Economic Review|2013|Rohini Pande|ppa900
American Economic Review|2013|Nicholas Ryan|none
American Economic Review|2013|Niven Winchester|pwi431
American Economic Review|2013|Sebastian Rausch|pra626
American Economic Review|2013|Jared C. Carbone|pca579
American Economic Review|2013|Kathy Baylis|pba747
American Economic Review|2013|Don Fullerton|pfu10
American Economic Review|2013|Daniel H. Karney|none
American Economic Review|2013|Paul L. Joskow|pjo110
American Economic Review|2013|Christopher R. Knittel|pkn5
American Economic Review|2013|Steven L. Puller|ppu28
American Economic Review|2013|Jeremy West|pwe370
American Economic Review|2013|William Jack|pja302
American Economic Review|2013|Adam Ray|pre230
American Economic Review|2013|Tavneet Suri|none
American Economic Review|2013|Michael Kremer|pkr20
American Economic Review|2013|Jean Lee|ple936
American Economic Review|2013|Jonathan Robinson|pro377
American Economic Review|2013|Olga Rostapshova|none
American Economic Review|2013|Isaac Mbiti|pmb15
American Economic Review|2013|David N. Weil|pwe24
American Economic Review|2013|Ahmed Mushfiq Mobarak|pmo232
American Economic Review|2013|Mark R. Rosenzweig|pro558
American Economic Review|2013|Lori Beaman|pbe525
American Economic Review|2013|Dean Karlan|pka56
American Economic Review|2013|Bram Thuysbaert|none
American Economic Review|2013|Christopher Udry|pud2
American Economic Review|2013|Suresh de Mel|pde587
American Economic Review|2013|Craig McIntosh|none
American Economic Review|2013|Christopher Woodruff|pwo165
American Economic Review|2013|Eric Posner|pwe266
American Economic Review|2013|E. Glen Weyl|pwe266
American Economic Review|2013|Alp Simsek|none
American Economic Review|2013|Robert J. Shiller|psh69
American Economic Review|2013|David E. Fagnan|none
American Economic Review|2013|Jose Maria Fernandez|pfe186
American Economic Review|2013|Andrew W. Lo|plo171
American Economic Review|2013|Roger M. Stein|none
American Economic Review|2013|Mónica García-Pérez|pga559
American Economic Review|2013|German Blanco|none
American Economic Review|2013|Carlos A. Flores|pfl60
American Economic Review|2013|Alfonso Flores-Lagunes|pfl60
American Economic Review|2013|Elizabeth U. Cascio|pca757
American Economic Review|2013|Sarah Reber|none
American Economic Review|2013|Kalena E. Cortes|none
American Economic Review|2013|Anne Case|pca108
American Economic Review|2013|Christina Paxson|ppa335
American Economic Review|2013|Susan Godlonton|pgo596
American Economic Review|2013|Rebecca L. Thornton|pth143
American Economic Review|2013|Manisha Shah|psh195
American Economic Review|2013|Katherine Grace Carman|pca354
American Economic Review|2013|Adrienne M. Lucas|plu223
American Economic Review|2013|Nicholas L. Wilson|pwi226
American Economic Review|2013|Delia Furtado|pfu51
American Economic Review|2013|Nikolaos Theodoropoulos|pth128
American Economic Review|2013|Tania Barham|pba1163
American Economic Review|2013|Karen Macours|pma1325
American Economic Review|2013|John A. Maluccio|pma1498
American Economic Review|2013|Wojciech Kopczuk|pko20
American Economic Review|2013|Kathleen McGarry|pmc264
American Economic Review|2013|James R. Hines|phi111
American Economic Review|2013|Emmanuel Farhi|pfa207
American Economic Review|2013|Iván Werning|pwe141
American Economic Review|2013|Dirk Krueger|pkr7
American Economic Review|2013|Alexander Ludwig|plu308
American Economic Review|2013|Alexander Ludwig|plu308
American Economic Review|2013|Mikhail Golosov|pgo200
American Economic Review|2013|Ali Shourideh|psh346
American Economic Review|2013|Maxim Troshkin|none
American Economic Review|2013|Aleh Tsyvinski|pts51
American Economic Review|2013|Kevin M. Murphy|pmu108
American Economic Review|2013|Robert H. Topel|pto111
American Economic Review|2013|Eli Berman|pbe188
American Economic Review|2013|Joseph H. Felter|none
American Economic Review|2013|Jacob N. Shapiro|none
American Economic Review|2013|Erin Troland|pbe188
American Economic Review|2013|Benjamin W. Bahney|none
American Economic Review|2013|Radha K. Iyengar|none
American Economic Review|2013|Patrick B. Johnston|none
American Economic Review|2013|Danielle F. Jung|none
American Economic Review|2013|Jacob N. Shapiro|none
American Economic Review|2013|Howard J. Shatz|psh16
American Economic Review|2013|Jeffrey Clemens|pcl99
American Economic Review|2013|Quamrul Ashraf|pas40
American Economic Review|2013|Oded Galor|pga46
American Economic Review|2013|Avner Greif|pgr24
American Economic Review|2013|Murat Iyigun|piy4
American Economic Review|2013|Sascha O. Becker|pbe98
American Economic Review|2013|Ludger Woessmann|pwo29
American Economic Review|2013|Claude Diebolt|pdi76
American Economic Review|2013|Faustine Perrin|ppe650
American Economic Review|2013|Whitney K. Newey|pne241
American Economic Review|2013|Andrew Chesher|pch17
American Economic Review|2013|Adam M. Rosen|pro441
American Economic Review|2013|Richard Blundell|pbl81
American Economic Review|2013|Dennis Kristensen|pkr127
American Economic Review|2013|Rosa L. Matzkin|pma1417
American Economic Review|2013|John Beshears|none
American Economic Review|2013|James J. Choi|pch323
American Economic Review|2013|Andreas Fuster|pfu92
American Economic Review|2013|David Laibson|pla164
American Economic Review|2013|Brigitte C. Madrian|pma384
American Economic Review|2013|Meghan R. Busse|none
American Economic Review|2013|Nicola Lacetera|pla61
American Economic Review|2013|Devin G. Pope|none
American Economic Review|2013|Jorge Silva-Risso|none
American Economic Review|2013|Justin R. Sydnor|none
American Economic Review|2013|Levon Barseghyan|pba303
American Economic Review|2013|Francesca Molinari|pmo433
American Economic Review|2013|Ted O'Donoghue|pod31
American Economic Review|2013|Joshua C. Teitelbaum|pte308
American Economic Review|2013|Stefano DellaVigna|pde710
American Economic Review|2013|John A. List|pli176
American Economic Review|2013|Ulrike Malmendier|pma1397
American Economic Review|2013|Gautam Rao|none
American Economic Review|2013|Angus Deaton|pde30
American Economic Review|2013|Arthur A. Stone|pde30
American Economic Review|2013|Betsey Stevenson|pst145
American Economic Review|2013|Justin Wolfers|pwo9
American Economic Review|2013|Daniel J. Benjamin|pbe959
American Economic Review|2013|Ori Heffetz|phe566
American Economic Review|2013|Miles S. Kimball|pki97
American Economic Review|2013|Nichole Szembrot|none
American Economic Review|2013|Nicholas Barberis|none
American Economic Review|2013|Matthew Rabin|pra660
American Economic Review|2013|Pedro Bordalo|pbo515
American Economic Review|2013|Nicola Gennaioli|pge95
American Economic Review|2013|Andrei Shleifer|psh93
American Economic Review|2013|Roger Gordon|pgo95
American Economic Review|2013|Gordon B. Dahl|pda455
American Economic Review|2013|Paola Sapienza|none
American Economic Review|2013|Luigi Zingales|pzi101
American Economic Review|2013|William Bosshardt|pbo248
American Economic Review|2013|Michael Watts|pwa378
American Economic Review|2013|William E. Becker|pbe156
American Economic Review|2013|Wendy A. Stock|none
American Economic Review|2013|John J. Siegfried|none
American Economic Review|2013|Sam Allgood|none
American Economic Review|2013|William B. Walstad|none
American Economic Review|2013|William B. Walstad|none
American Economic Review|2013|Peter L. Rousseau|pro64
American Economic Review|2013|Peter L. Rousseau|pro64
American Economic Review|2013|Peter L. Rousseau|pro64
American Economic Review|2013|Charles E. Scott|none
American Economic Review|2013|John J. Siegfried|psi31
American Economic Review|2013|Peter L. Rousseau|pro64
American Economic Review|2013|John J. Siegfried|none
American Economic Review|2013|Peter L. Rousseau|pro64
American Economic Review|2013|Pinelopi Koujianou Goldberg|pgo1
American Economic Review|2013|Janet Currie|pcu13
American Economic Review|2013|David Autor|pdo78
American Economic Review|2013|David Autor|pdo78
American Economic Review|2013|David Autor|pdo78
American Economic Review|2013|Esther Duflo|pdu166
American Economic Review|2013|Alan J. Auerbach|pau33
American Economic Review|2013|John Leahy|ple189
American Economic Review|2013|Andrew Postlewaite|none
American Economic Review|2013|John J. Siegfried|none
American Economic Review|2013|Sam Allgood|none
American Economic Review|2013|Marjorie B. McElroy|none
American Economic Review|2013|Cecilia Rouse|none
American Economic Review|2013|Robert Feenstra|pfe116
American Economic Review|2013|Robert Moffitt|pmo48
American Economic Review|2013|Jonathan Gruber|pgr20
American Economic Review|2013|Chris Paxson|ppa335
American Economic Review|2013|Valerie Ramey|pra154
American Economic Review|2013|Michael Woodford|pwo3
American Economic Review|2013|David Cutler|pcu64
American Economic Review|2013|Amy Finkelstein|pfi264
American Economic Review|2013|Adriana Lleras-Muney|pll45
American Economic Review|2013|James Poterba|ppo19
American Economic Review|2013|David Romer|pro406
American Economic Review|2013|Robert Shimer|psh9
American Economic Review|2013|Anil Kashyap|pka35
American Economic Review|2013|Claudia Goldin|pgo601
American Economic Review|2013|William R. Johnson|pjo99
American Economic Review|2013|Samantha Bennett|none
American Economic Review|2013|Jason Long|none
American Economic Review|2013|Joseph Ferrie|none
American Economic Review|2013|Pascaline Dupas|pdu104
American Economic Review|2013|Jonathan Robinson|pro377
American Economic Review|2013|Isabel Correia|pco92
American Economic Review|2013|Emmanuel Farhi|pfa207
American Economic Review|2013|Juan Pablo Nicolini|pni159
American Economic Review|2013|Pedro Teles|pte24
American Economic Review|2013|Karel Mertens|pme280
American Economic Review|2013|Morten O. Ravn|pra16
American Economic Review|2013|Laurent Bouton|pbo198
American Economic Review|2013|Cristian Pop-Eleches|ppo349
American Economic Review|2013|Miguel Urquiola|pur10
American Economic Review|2013|Ernst Fehr|pfe29
American Economic Review|2013|Holger Herz|phe449
American Economic Review|2013|Tom Wilkening|pwi234
American Economic Review|2013|Claire S. H. Lim|none
American Economic Review|2013|Alexander W. Cappelen|pca561
American Economic Review|2013|James Konow|pko77
American Economic Review|2013|Erik ?. S?rensen|psr18
American Economic Review|2013|Bertil Tungodden|ptu94
American Economic Review|2013|Wolfgang Keller|pke8
American Economic Review|2013|Stephen Ross Yeaple|pye37
American Economic Review|2013|Richard Rogerson|pro53
American Economic Review|2013|Johanna Wallenius|pwa531
American Economic Review|2013|Pablo Kurlat|none
American Economic Review|2013|Ran Spiegler|psp83
American Economic Review|2013|James Cloyne|pcl85
American Economic Review|2013|David Crainich|pcr101
American Economic Review|2013|Louis Eeckhoudt|pee3
American Economic Review|2013|Alain Trannoy|ptr76
American Economic Review|2013|Sebastian Ebert|none
American Economic Review|2013|Jason G. Cummins|pcu10
American Economic Review|2013|Kevin A. Hassett|pha378
American Economic Review|2013|Stephen D. Oliner|pol82
American Economic Review|2013|David H. Autor|pdo78
American Economic Review|2013|David H. Autor|pdo78
American Economic Review|2013|David H. Autor|pdo78
American Economic Review|2013|David Dorn|pau9
American Economic Review|2013|David Dorn|pau9
American Economic Review|2013|David Dorn|pau9
American Economic Review|2013|Ying Fan|pfa245
American Economic Review|2013|David Atkin|pat68
American Economic Review|2013|Mark Aguiar|pag57
American Economic Review|2013|Erik Hurst|phu87
American Economic Review|2013|Loukas Karabarbounis|pka357
American Economic Review|2013|Vasco Carvalho|pca56
American Economic Review|2013|Xavier Gabaix|pga174
American Economic Review|2013|Suleyman Basak|pba891
American Economic Review|2013|Anna Pavlova|ppa810
American Economic Review|2013|Fernanda Brollo|pbr369
American Economic Review|2013|Tommaso Nannicini|pna56
American Economic Review|2013|Roberto Perotti|ppe66
American Economic Review|2013|Guido Tabellini|pta37
American Economic Review|2013|Nicole Maestas|none
American Economic Review|2013|Kathleen J. Mullen|pmu207
American Economic Review|2013|Alexander Strand|none
American Economic Review|2013|James W. Roberts|none
American Economic Review|2013|Andrew Sweeting|psw53
American Economic Review|2013|Prashant Bharadwaj|pbh62
American Economic Review|2013|Katrine Vellesen L?ken|plk4
American Economic Review|2013|Christopher Neilson|pne96
American Economic Review|2013|Henrik Jacobsen Kleven|none
American Economic Review|2013|Camille Landais|pla465
American Economic Review|2013|Emmanuel Saez|psa117
American Economic Review|2013|Gianmarco I. P. Ottaviano|pot15
American Economic Review|2013|Giovanni Peri|ppe210
American Economic Review|2013|Greg C. Wright|pwr29
American Economic Review|2013|Brian K. Kovak|none
American Economic Review|2013|Emily Oster|pos39
American Economic Review|2013|Ira Shoulson|none
American Economic Review|2013|E. Ray Dorsey|none
American Economic Review|2013|Yu Xie|pxi18
American Economic Review|2013|Alexandra Killewald|none
American Economic Review|2013|Michael Hout|none
American Economic Review|2013|Avery M. Guest|none
American Economic Review|2013|Jason Long|none
American Economic Review|2013|Joseph Ferrie|none
American Economic Review|2013|Orhan Ayg?n|none
American Economic Review|2013|Tayfun S?nmez|psi57
American Economic Review|2013|James Heckman|phe22
American Economic Review|2013|Rodrigo Pinto|ppi451
American Economic Review|2013|Peter Savelyev|psa796
American Economic Review|2013|Damon Clark|none
American Economic Review|2013|Heather Royer|pro423
American Economic Review|2013|David H. Autor|pdo78
American Economic Review|2013|David H. Autor|pdo78
American Economic Review|2013|David H. Autor|pdo78
American Economic Review|2013|David Dorn|pau9
American Economic Review|2013|David Dorn|pau9
American Economic Review|2013|David Dorn|pau9
American Economic Review|2013|Gordon H. Hanson|pha80
American Economic Review|2013|Amit K. Khandelwal|pkh138
American Economic Review|2013|Peter K. Schott|psc98
American Economic Review|2013|Shang-Jin Wei|pwe20
American Economic Review|2013|Erica Field|none
American Economic Review|2013|Rohini Pande|ppa900
American Economic Review|2013|John Papp|none
American Economic Review|2013|Natalia Rigol|none
American Economic Review|2013|Nico Voigtl?nder|pvo82
American Economic Review|2013|Hans-Joachim Voth|pvo5
American Economic Review|2013|Michael J. Roberts|pro207
American Economic Review|2013|Wolfram Schlenker|psc210
American Economic Review|2013|Klaus Desmet|pde116
American Economic Review|2013|Esteban Rossi-Hansberg|pro72
American Economic Review|2013|Jin Li|none
American Economic Review|2013|Niko Matouschek|none
American Economic Review|2013|Philippe Gagnepain|pga194
American Economic Review|2013|Marc Ivaldi|piv16
American Economic Review|2013|David Martimort|pma1390
American Economic Review|2013|Giacomo Calzolari|pca285
American Economic Review|2013|Vincenzo Denicol?|pde132
American Economic Review|2013|Marcin P?ski|none
American Economic Review|2013|Bal?zs Szentes|none
American Economic Review|2013|Paolo Buonanno|pbu102
American Economic Review|2013|Steven Raphael|none
American Economic Review|2013|Levon Barseghyan|pba303
American Economic Review|2013|Francesca Molinari|pmo433
American Economic Review|2013|Ted O'Donoghue|pod31
American Economic Review|2013|Joshua C. Teitelbaum|pte308
American Economic Review|2013|Jonathan A. Parker|ppa21
American Economic Review|2013|Nicholas S. Souleles|pso104
American Economic Review|2013|David S. Johnson|none
American Economic Review|2013|Robert McClelland|pmc304
American Economic Review|2013|Swati Dhingra|pdh18
American Economic Review|2013|Edward E. Schlee|psc74
American Economic Review|2013|Andr? Kurmann|pku16
American Economic Review|2013|Christopher Otrok|pot2
American Economic Review|2013|Anthony Ziegelmeyer|pzi40
American Economic Review|2013|Christoph March|pma1320
American Economic Review|2013|Sebastian Kr?gel|none
American Economic Review|2013|Benjamin R. Handel|none
American Economic Review|2013|Raj Chetty|pch161
American Economic Review|2013|John N. Friedman|pfr119
American Economic Review|2013|Emmanuel Saez|psa117
American Economic Review|2013|Igal Hendel|none
American Economic Review|2013|Aviv Nevo|pne133
American Economic Review|2013|Berthold Herrendorf|phe219
American Economic Review|2013|Richard Rogerson|pro53
American Economic Review|2013|?kos Valentinyi|pva126
American Economic Review|2013|Edi Karni|pka445
American Economic Review|2013|Marie-Louise Vier?|pvi99
American Economic Review|2013|Axel Anderson|pan313
American Economic Review|2013|Lones Smith|psm1
American Economic Review|2013|Natalia Kovrijnykh|pko688
American Economic Review|2013|Jonathan T. Kolstad|none
American Economic Review|2013|Susanna Esteban|pes19
American Economic Review|2013|Matthew Shum|psh47
American Economic Review|2013|David L. Hummels|phu100
American Economic Review|2013|Georg Schaur|psc304
American Economic Review|2013|Robin S. Lee|ple409
American Economic Review|2013|Ori Heffetz|phe566
American Economic Review|2013|Matthew Rabin|pra660
American Economic Review|2013|Seth Pruitt|ppr155
American Economic Review|2013|Henry E. Siu|psi89
American Economic Review|2013|Olivier J. Blanchard|pbl2
American Economic Review|2013|Jean-Paul L'Huillier|plh10
American Economic Review|2013|Guido Lorenzoni|plo185
American Economic Review|2013|Sandeep Baliga|pba88
American Economic Review|2013|Eran Hanany|none
American Economic Review|2013|Peter Klibanoff|none
American Economic Review|2013|Kota Saito|none
American Economic Review|2013|J?r?me Adda|pad119
American Economic Review|2013|Francesca Cornaglia|pco214
American Economic Review|2014|Liran Einav|none
American Economic Review|2014|Dan Knoepfle|none
American Economic Review|2014|Jonathan Levin|ple318
American Economic Review|2014|Neel Sundaresan|none
American Economic Review|2014|Lawrence J. Christiano|pch45
American Economic Review|2014|Roberto Motto|none
American Economic Review|2014|Massimo Rostagno|pro107
American Economic Review|2014|Alexander Frankel|pfr12
American Economic Review|2014|Erik Hornung|pho317
American Economic Review|2014|Michael Callen|pca868
American Economic Review|2014|Mohammad Isaqzadeh|none
American Economic Review|2014|James D. Long|none
American Economic Review|2014|Charles Sprenger|psp176
American Economic Review|2014|Attila Ambrus|none
American Economic Review|2014|Markus Mobius|pmo367
American Economic Review|2014|Adam Szeidl|psz25
American Economic Review|2014|William Jack|pja302
American Economic Review|2014|Tavneet Suri|none
American Economic Review|2014|Marco Cipriani|pci23
American Economic Review|2014|Antonio Guarino|pgu223
American Economic Review|2014|Dominique Goux|pgo304
American Economic Review|2014|Eric Maurin|pma182
American Economic Review|2014|Barbara Petrongolo|ppe484
American Economic Review|2014|Zacharias Maniadis|pma1858
American Economic Review|2014|Fabio Tufano|ptu86
American Economic Review|2014|John A. List|pli176
American Economic Review|2014|Ayca Kaya|pka1068
American Economic Review|2014|Galina Vereshchagina|pve74
American Economic Review|2014|Stefan Krasa|none
American Economic Review|2014|Mattias Polborn|ppo43
American Economic Review|2014|Michael D. Bauer|pba824
American Economic Review|2014|Glenn D. Rudebusch|pru10
American Economic Review|2014|Jing Cynthia Wu|pwu111
American Economic Review|2014|Jonathan H. Wright|pwr25
American Economic Review|2014|Gary Gorton|pgo458
American Economic Review|2014|Guillermo Ordo?ez|por40
American Economic Review|2014|Markus K. Brunnermeier|pbr31
American Economic Review|2014|Yuliy Sannikov|none
American Economic Review|2014|Virgiliu Midrigan|pmi156
American Economic Review|2014|Daniel Yi Xu|pxu119
American Economic Review|2014|Robert Koopman|none
American Economic Review|2014|Zhi Wang|pwa898
American Economic Review|2014|Shang-Jin Wei|pwe20
American Economic Review|2014|Thierry Mayer|pma443
American Economic Review|2014|Marc J. Melitz|pme260
American Economic Review|2014|Gianmarco I. P. Ottaviano|pot15
American Economic Review|2014|Koichiro Ito|pit23
American Economic Review|2014|Myrto Kalouptsidi|none
American Economic Review|2014|Decio Coviello|pco367
American Economic Review|2014|Andrea Ichino|pic3
American Economic Review|2014|Nicola Persico|ppe261
American Economic Review|2014|Andreas Ravndal Kostol|pko862
American Economic Review|2014|Magne Mogstad|pmo570
American Economic Review|2014|Simon Board|pbo105
American Economic Review|2014|Marek Pycia|none
American Economic Review|2014|John Asker|none
American Economic Review|2014|Heski Bar-Isaac|pba94
American Economic Review|2014|Stuart S. Rosenthal|pro746
American Economic Review|2014|Matteo Cervellati|pce51
American Economic Review|2014|Florian Jung|pju89
American Economic Review|2014|Uwe Sunde|psu51
American Economic Review|2014|Thomas Vischer|none
American Economic Review|2014|Jordi Gal?|pga43
American Economic Review|2014|Emi Nakamura|pna121
American Economic Review|2014|J?n Steinsson|pst155
American Economic Review|2014|Gita Gopinath|pgo327
American Economic Review|2014|Brent Neiman|pne85
American Economic Review|2014|Pierre Dubois|pdu26
American Economic Review|2014|Rachel Griffith|pgr70
American Economic Review|2014|Aviv Nevo|pne133
American Economic Review|2014|David Besanko|none
American Economic Review|2014|Ulrich Doraszelski|none
American Economic Review|2014|Yaroslav Kryukov|none
American Economic Review|2014|Yann Bramoull?|pbr146
American Economic Review|2014|Rachel Kranton|pkr176
American Economic Review|2014|Martin D'Amours|pkr176
American Economic Review|2014|Jeffrey R. Brown|pbr264
American Economic Review|2014|Stephen G. Dimmock|pdi378
American Economic Review|2014|Jun-Koo Kang|none
American Economic Review|2014|Scott J. Weisbenner|none
American Economic Review|2014|Richard Hornbeck|pho502
American Economic Review|2014|Suresh Naidu|none
American Economic Review|2014|David J. Deming|pde497
American Economic Review|2014|Justine S. Hastings|pha804
American Economic Review|2014|Thomas J. Kane|none
American Economic Review|2014|Douglas O. Staiger|pst466
American Economic Review|2014|Stefan Eriksson|per42
American Economic Review|2014|Dan-Olof Rooth|pro875
American Economic Review|2014|Patricia Apps|pap16
American Economic Review|2014|Yuri Andrienko|pan418
American Economic Review|2014|Ray Rees|none
American Economic Review|2014|Luba Petersen|ppe576
American Economic Review|2014|Abel Winn|pwi202
American Economic Review|2014|Ernst Fehr|pfe29
American Economic Review|2014|Jean-Robert Tyran|pty1
American Economic Review|2014|Jens Iversen|none
American Economic Review|2014|Ulf S?derstr?m|none
American Economic Review|2014|Claudia Goldin|pgo601
American Economic Review|2014|Enghin Atalay|pat77
American Economic Review|2014|Ali Horta?su|none
American Economic Review|2014|Chad Syverson|psy13
American Economic Review|2014|Boyan Jovanovic|pjo20
American Economic Review|2014|Allen Head|phe15
American Economic Review|2014|Huw Lloyd-Ellis|pll1
American Economic Review|2014|Hongfei Sun|psu159
American Economic Review|2014|Klaus Desmet|pde116
American Economic Review|2014|Esteban Rossi-Hansberg|pro72
American Economic Review|2014|Monica Martinez-Bravo|pma1375
American Economic Review|2014|Patrick Bajari|none
American Economic Review|2014|Stephanie Houghton|none
American Economic Review|2014|Steven Tadelis|pta314
American Economic Review|2014|Jeffrey Clemens|pcl99
American Economic Review|2014|Joshua D. Gottlieb|pgo188
American Economic Review|2014|Daron Acemoglu|pac16
American Economic Review|2014|Alexander Wolitzky|pwo172
American Economic Review|2014|Rodolfo E. Manuelli|pma1243
American Economic Review|2014|Ananth Seshadri|pse72
American Economic Review|2014|R?diger Bachmann|pba751
American Economic Review|2014|Christian Bayer|pba175
American Economic Review|2014|Katrina Jessoe|none
American Economic Review|2014|David Rapson|pra605
American Economic Review|2014|Andr? Kurmann|pku16
American Economic Review|2014|Elmar Mertens|pme274
American Economic Review|2014|Shuhei Takahashi|pta561
American Economic Review|2014|Yongsung Chang|pch20
American Economic Review|2014|Sun-Bin Kim|pki155
American Economic Review|2014|James M. Poterba|ppo19
American Economic Review|2014|Mark W. Watson|pwa582
American Economic Review|2014|Robert Barsky|pba670
American Economic Review|2014|Alejandro Justiniano|pju154
American Economic Review|2014|Leonardo Melosi|pme283
American Economic Review|2014|John G. Fernald|pfe43
American Economic Review|2014|Charles I. Jones|pjo24
American Economic Review|2014|Carmen M. Reinhart|pre33
American Economic Review|2014|Kenneth S. Rogoff|pro164
American Economic Review|2014|Scott R. Baker|pba1441
American Economic Review|2014|Nicholas Bloom|pbl55
American Economic Review|2014|Brandice Canes-Wrone|none
American Economic Review|2014|Steven J. Davis|pda15
American Economic Review|2014|Jonathan Rodden|none
American Economic Review|2014|John B. Taylor|pta174
American Economic Review|2014|Tim Landvoigt|none
American Economic Review|2014|Monika Piazzesi|ppi37
American Economic Review|2014|Martin Schneider|psc69
American Economic Review|2014|Robert J. Shiller|psh69
American Economic Review|2014|Andrew Caplin|pca77
American Economic Review|2014|Roy Lowrance|none
American Economic Review|2014|Paul Willen|pwi457
American Economic Review|2014|Juan Carlos Conesa|pco15
American Economic Review|2014|Timothy J. Kehoe|pke16
American Economic Review|2014|Cristina Arellano|par171
American Economic Review|2014|Yan Bai|pba291
American Economic Review|2014|Mark Aguiar|pag57
American Economic Review|2014|Manuel Amador|pam50
American Economic Review|2014|Emmanuel Farhi|pfa207
American Economic Review|2014|Gita Gopinath|pgo327
American Economic Review|2014|Christopher D. Carroll|pca45
American Economic Review|2014|Jiri Slacalek|psl22
American Economic Review|2014|Kiichi Tokuoka|pto244
American Economic Review|2014|David Berger|pbe977
American Economic Review|2014|Joseph Vavra|pva480
American Economic Review|2014|Greg Kaplan|pka660
American Economic Review|2014|Giovanni L. Violante|pvi7
American Economic Review|2014|Orazio Attanasio|pat7
American Economic Review|2014|Luigi Pistaferri|ppi39
American Economic Review|2014|Charles Hokayem|none
American Economic Review|2014|James P. Ziliak|pzi120
American Economic Review|2014|Patricia Andreski|none
American Economic Review|2014|Geng Li|pli296
American Economic Review|2014|Mehmet Zahid Samancioglu|none
American Economic Review|2014|Robert Schoeni|psc101
American Economic Review|2014|Kerwin Kofi Charles|none
American Economic Review|2014|Sheldon Danziger|none
American Economic Review|2014|Geng Li|pli296
American Economic Review|2014|Robert Schoeni|psc101
American Economic Review|2014|Raj Chetty|pch161
American Economic Review|2014|Nathaniel Hendren|phe527
American Economic Review|2014|Patrick Kline|pkl131
American Economic Review|2014|Emmanuel Saez|psa117
American Economic Review|2014|Nicholas Turner|ptu231
American Economic Review|2014|Fatih Guvenen|pgu24
American Economic Review|2014|Greg Kaplan|pka660
American Economic Review|2014|Jae Song|pso277
American Economic Review|2014|Claus Thustrup Kreiner|pkr231
American Economic Review|2014|S?ren Leth-Petersen|ple913
American Economic Review|2014|Peer Ebbesen Skov|psk89
American Economic Review|2014|Francisco J. Buera|pbu242
American Economic Review|2014|Joseph P. Kaboski|pka175
American Economic Review|2014|Yongseok Shin|psh383
American Economic Review|2014|Douglas Gollin|pgo22
American Economic Review|2014|David Lagakos|pla492
American Economic Review|2014|Michael E. Waugh|pwa234
American Economic Review|2014|Joseph P. Kaboski|pka175
American Economic Review|2014|Molly Lipscomb|pli881
American Economic Review|2014|Virgiliu Midrigan|pmi156
American Economic Review|2014|Ellen R. McGrattan|pmc46
American Economic Review|2014|Edward C. Prescott|ppr10
American Economic Review|2014|Fran?ois Gourio|pgo158
American Economic Review|2014|Leena Rudanko|pru114
American Economic Review|2014|Dimitris Papanikolaou|ppa463
American Economic Review|2014|Isaiah Andrews|none
American Economic Review|2014|Anna Mikusheva|none
American Economic Review|2014|Kate Ho|pho493
American Economic Review|2014|Ariel Pakes|ppa20
American Economic Review|2014|Eleanor Jawon Choi|none
American Economic Review|2014|Hyungsik Roger Moon|pmo129
American Economic Review|2014|Geert Ridder|pri30
American Economic Review|2014|Angela Vossmeyer|pvo212
American Economic Review|2014|Louise Sheiner|none
American Economic Review|2014|Axel B?rsch-Supan|none
American Economic Review|2014|Klaus H?rtl|none
American Economic Review|2014|Alexander Ludwig|plu308
American Economic Review|2014|Alexander Ludwig|plu308
American Economic Review|2014|Peter R. Orszag|por201
American Economic Review|2014|Ronald D. Lee|ple147
American Economic Review|2014|Signe-Mary McKernan|none
American Economic Review|2014|Caroline Ratcliffe|none
American Economic Review|2014|Eugene Steuerle|pst556
American Economic Review|2014|Sisi Zhang|pzh320
American Economic Review|2014|Marie T. Mora|none
American Economic Review|2014|Alberto D?vila|none
American Economic Review|2014|Susan Pozo|ppo83
American Economic Review|2014|Pai-Ling Yin|none
American Economic Review|2014|Jason P. Davis|pbr34
American Economic Review|2014|Yulia Muzyrya|none
American Economic Review|2014|Anusha Chari|pch288
American Economic Review|2014|Peter Blair Henry|phe166
American Economic Review|2014|Peter Boone|none
American Economic Review|2014|Simon Johnson|pjo44
American Economic Review|2014|Sandile Hlatshwayo|phl19
American Economic Review|2014|Michael Spence|psp7
American Economic Review|2014|Mark R. Rosenzweig|pro558
American Economic Review|2014|Christopher Udry|pud2
American Economic Review|2014|Shawn Cole|pco530
American Economic Review|2014|Daniel Stein|none
American Economic Review|2014|Jeremy Tobacman|pto126
American Economic Review|2014|Abhijit Banerjee|pdu166
American Economic Review|2014|Abhijit Banerjee|pdu166
American Economic Review|2014|Esther Duflo|pdu166
American Economic Review|2014|Richard Hornbeck|pho502
American Economic Review|2014|Monika Mr?zov?|pmr10
American Economic Review|2014|J. Peter Neary|pne11
American Economic Review|2014|Antonella Nocco|pno168
American Economic Review|2014|Gianmarco I. P. Ottaviano|pot15
American Economic Review|2014|Matteo Salto|psa1615
American Economic Review|2014|Keith Head|phe156
